Era_ID,Era_Start_Year,Era_End_Year,Region,D1_SM_OccupationalMobility,D1_SM_StatusFluidity,D1_SM_InstitutionalMobility,D1_SM_IntergroupTransferability,D1_SM_MeritocraticPathways,D2_ED_KnowledgeGatekeeping,D2_ED_LanguageOfTransmission,D2_ED_EducationalInfrastructure,D2_ED_PedagogicalInclusivity,D2_ED_IntellectualPluralism,D3_EC_OccupationalPlurality,D3_EC_GuildMarketAccessibility,D3_EC_InternalMarketIntegration,D3_EC_ExternalTradeLinkages,D3_EC_StateRedistributionWelfare,D4_PO_AdminIntegration,D4_PO_SuccessionStability,D4_PO_TerritorialContinuity,D4_PO_ConflictManagement,D4_PO_DiplomaticStability,D5_CU_FreedomOfWorship,D5_CU_RitualInclusivity,D5_CU_SocialContactNorms,D5_CU_SyncretismHybridization,D5_CU_NormativeHierarchyVsEquality,D1_Total,D2_Total,D3_Total,D4_Total,D5_Total,CCSI_Total,Notes,Interpolated,Sources_List
E11,1300,1500,Gangetic North,2,2,1,1,2,3,3,2,1,2,3,2,3,3,1,3,2,2,2,2,3,2,2,3,3,8,11,12,11,13,55,"The Gangetic North during 1300-1500 saw moderate social mobility, orthodox education, thriving trade, fragmented polity, and syncretic cultural practices under Delhi Sultanate's influence.",0,Jackson (2003) – The Delhi Sultanate; Habib (1978) – Economic History of Medieval India; Wink (1990) – Al-Hind; Eaton (2019) – India in the Persianate Age; Alam & Subrahmanyam (1998) – The Mughal State; Asher (2006) – India Before Europe; Hardy (1972) – The Muslims of British India; Richards (1993) – The Mughal Empire; Talbot (2015) – India and Islam; Schimmel (1975) – Mystical Dimensions of Islam
E12,1500,1700,Gangetic North,2,2,2,1,2,3,3,2,1,2,3,2,3,3,1,3,2,3,2,2,2,2,2,3,3,9,11,12,12,12,56,"Mughal Gangetic North featured moderate social mobility, strong knowledge gatekeeping, significant internal and external trade, and syncretic cultural trends within a hierarchical framework.",0,"Richards (1993) – The Mughal Empire; Wink (1990) – Al-Hind; Habib (1963) – The Agrarian System of Mughal India; Bayly (1983) – Rulers, Townsmen and Bazaars; Eaton (2019) – India in the Persianate Age; Alam (1986) – The Crisis of Empire in Mughal North India; Asher & Talbot (2006) – India Before Europe; Gilmartin & Lawrence (2000) – Beyond Turk and Hindu; Gommans (2002) – Mughal Warfare; Markovits (2004) – A Global World"
E13,1700,1800,Gangetic North,2,2,1,1,1,3,3,2,1,2,3,2,2,3,1,2,1,1,2,2,3,2,2,3,3,7,11,11,8,13,50,"The Gangetic North experienced limited social mobility, religious syncretism, economic activity, and political fragmentation amidst declining Mughal authority.",0,"Bayly (1983) – Rulers, Townsmen, and Bazaars; Barnett (1990) – North India Between Empires; Richards (1993) – The Mughal Empire; Alam & Subrahmanyam (1998) – The Mughal State; Gilmartin & Lawrence (2000) – Beyond Turk and Hindu; Metcalf & Metcalf (2006) – A Concise History of Modern India; Wink (1986) – Land and Sovereignty in India; Fisher (1993) – The Indian Ocean; Markovits (2004) – A History of Modern India; Frykenberg (1993) – History and belief"
E14,1800,1850,Gangetic North,2,2,1,1,1,2,3,2,1,2,3,2,3,2,1,2,1,2,1,2,3,2,2,3,1,7,10,11,8,11,47,"The Gangetic North under early British and successor states showed limited mobility, moderate education, a mixed economy, fragmented polity, and syncretic cultural elements.",0,"Bayly (1983) – Rulers, Townsmen and Bazaars; Cohn (1987) – An Anthropologist Among the Historians; Metcalf (1995) – Ideologies of the Raj; Gilmartin (1994) – Empire and Islam; Trautmann (1997) – Aryans and British India; Washbrook (1981) – Economic Development and Social Stratification; Yang (1989) – The Limited Raj; Alter (1992) – The Wrestler's Body; Pandey (1990) – The Construction of Communalism in Colonial North India; Ludden (1999) – An Agenda for Asia."
E15,1850,1900,Gangetic North,1,1,1,0,1,2,2,2,1,2,3,2,3,3,1,3,2,4,2,2,3,2,2,3,3,4,9,12,13,13,51,"British colonial rule imposed a rigid social hierarchy, introduced Western education selectively, fostered market integration, and witnessed cultural syncretism alongside rising communal tensions.",0,"Bayly (1983) – Rulers, Townsmen and Bazaars; Metcalf (1995) – Ideologies of the Raj; Gilmartin (1994) – Empire and Islam; Yang (1998) – The Limited Raj; Freitag (1989) – Collective Action and Community; Pandey (1990) – The Construction of Communalism in Colonial North India; Cohn (1996) – Colonialism and Its Forms of Knowledge; Washbrook (1981) – Emergence of Provincial Politics; Stokes (1978) – The Peasant and the Raj; Amin (1995) – Event, Metaphor, Memory; Chatterjee (1993) – The Nation and Its Fragments; Ludden (2002) - Reading Subaltern Studies"
E16,1900,1920,Gangetic North,2,2,2,1,2,3,3,2,2,2,3,2,2,3,1,3,2,4,2,3,3,2,2,3,3,9,12,11,14,13,59,"Early 20th century Gangetic North saw limited social mobility, expanding but uneven education, agricultural economy, stable but foreign-controlled polity, and syncretic culture.",0,"Bayly (1983) – Rulers, Townsmen and Bazaars; Gilmartin (1988) – Empire and Islam; Metcalf (1995) – Ideologies of the Raj; Freitag (1989) – Collective Action and Community; Yang (1989) – The Limited Raj; Cohn (1996) – Colonialism and Its Forms of Knowledge; Washbrook (1981) – Emergence of Provincial Politics; Stokes (1978) – The Peasant and the Raj; Robb (2002) – A History of India; Amin (1995) – Event, Metaphor, Memory; Ludden (2002) – Reading Subaltern Studies; Chatterjee (1993) – The Nation and Its Fragments"
E17,1920,1947,Gangetic North,2,2,2,1,2,3,3,3,2,3,3,2,3,3,1,3,3,3,2,2,3,2,2,3,3,9,14,12,13,13,61,"British Raj facilitated some social mobility and economic integration but maintained hierarchies, while religious and cultural syncretism continued despite rising communal tensions.",0,"Bayly (1983) – Rulers, Townsmen, and Bazaars; Gilmartin (1988) – Empire and Islam; Metcalf (1995) – Ideologies of the Raj; Yang (1999) – An Imperial Romance; Brass (2006) – Language, Religion and Politics in North India; Freitag (1989) – Collective Action and Community; Ludden (2005) – India and South Asia; Chatterjee (1993) – The Nation and Its Fragments; Washbrook (1981) – Emergence of Provincial Politics; Pandey (1990) – The Construction of Communalism in Colonial North India"
E18,1947,1960,Gangetic North,2,2,2,1,2,2,3,2,1,2,3,2,2,1,1,3,3,4,2,2,3,2,2,2,3,9,10,9,14,12,54,"Post-independence Gangetic North saw limited social mobility, expansion of Hindi education, a mixed economy, strengthened state, and syncretic cultural practices.",0,Frankel (1989) – India’s Political Economy; Brass (1994) – The Politics of India; Rudolph and Rudolph (1987) – In Pursuit of Lakshmi; Khilnani (1997) – The Idea of India; Chandra (2008) – India After Gandhi; Guha (2007) – India After Gandhi; Metcalf and Metcalf (2006) – A Concise History of India; Varshney (2002) – Ethnic Conflict and Civic Life in India; Bayly (1999) – Empire and Information; Jalal (1995) – Democracy and Authoritarianism in South Asia
E19,1960,1980,Gangetic North,2,2,2,1,2,2,2,3,2,2,3,2,3,1,2,3,3,3,2,2,3,2,3,3,2,9,11,11,13,13,57,"The Gangetic North (1960-1980) saw some occupational mobility and expanding education alongside social hierarchies, planned economy, and developing democratic institutions.",0,Frankel (1978) – India's Political Economy; Brass (1994) – The Politics of India Since Independence; Varshney (1998) – Democracy and Development in India; Rudolph & Rudolph (1987) – In Pursuit of Lakshmi; Hasan (1998) – India's Living Languages; Lelyveld (2005) – Great Souls: Mahatma Gandhi and His Struggle With India; Bayly (1999) – Empire and Information; Guha (2007) – India After Gandhi; Jaffrelot (2003) – India's Silent Revolution; Dreze & Sen (2013) – An Uncertain Glory; Corbridge & Harriss (2000) – Reinventing India
E20,1980,2000,Gangetic North,2,2,2,1,2,2,3,2,2,2,3,2,3,2,1,3,3,3,2,2,3,2,2,3,2,9,11,11,13,12,56,"The Gangetic North during 1980-2000 sees moderate social mobility, mixed education access, developing market economy, stable polity, and syncretic cultural practices.",0,"Dreze and Sen (2002) - India: Development and Participation; Jaffrelot (2003) - India's Silent Revolution; Rudolph and Rudolph (1987) - In Pursuit of Lakshmi; Varshney (2002) - Ethnic Conflict and Civic Life in India; Corbridge (2000) - Project Aid: Limitations and Alternatives; Frankel (2005) - India's Political Economy, 1947-2004; Bardhan (1998) - Political Economy of Development in India; Kohli (2012) - Poverty Amid Plenty in the New India; Wilkinson (2000) - Religious Politics and Communal Violence"
E21,2000,2020,Gangetic North,3,2,2,1,3,2,3,3,2,3,3,2,3,2,2,3,3,4,3,2,4,3,2,3,2,11,13,12,15,14,65,"Gangetic North experienced increased, though uneven, social mobility, expanding education, a growing economy, and a relatively stable, democratic polity, amid cultural diversity.",0,"Dreze & Sen (2013) – An Uncertain Glory: India and its Contradictions; Jaffrelot (2003) – India's Silent Revolution; Varshney (2002) – Ethnic Conflict and Civic Life in India; Corbridge et al. (2013) – India Today: Economy, Politics and Society; Wilkinson (2005) – Religious Politics and Communal Violence; Hasan (2000) – State and Market: India's ""Second Transformation""; Subramanian (2019) – India vs China; Kohli (2012) – Poverty Amidst Plenty in India; Nabar (2019) Caste as Social Capital; Munshi and Rosenzweig (2016) – Networks and Misallocation; Banerjee and Duflo (2019) – Good Economics for Hard Times."
E22,2020,2040,Gangetic North,3,3,2,2,3,2,3,3,2,3,3,2,3,2,2,3,2,3,2,2,3,2,2,3,2,13,13,12,12,12,62,"Gangetic North (2020-2040) sees increasing social mobility, digital education expansion, market integration, and cultural syncretism amidst uneven political stability.",0,"Jeffrey (2000) – Caste, Class and Dominance; Dreze & Sen (2013) – An Uncertain Glory; Fernandes (2006) – India's New Middle Class; Khilnani (2016) – India in the Age of Democracy; Varshney (2002) – Ethnic Conflict and Civic Life in India; Chandra (2008) – From Command to Market; Hasan (2000) – States and Parties in India; Kohli (2012) – Poverty Amidst Plenty in India; Damodaran (2018) – Broken Promises; Bardhan (1999) – The Political Economy of Development in India; Manor (1995) – Politics and the State in India"
E23,2040,2060,Gangetic North,3,2,2,1,3,2,3,3,2,3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,11,13,13,13,13,63,"The Gangetic North in 2050 demonstrates moderate social mobility, robust education, a diverse economy with strong trade links, and a stable polity with growing cultural syncretism.",0,"Varma (1970) – Studies in India's Economic and Social Development; Habib (1963) – The Agrarian System of Mughal India; Bayly (1983) – Rulers, Townsmen, and Bazaars; Eaton (2005) – A Social History of the Deccan; Wink (1986) – Land and Sovereignty in India; Stein (1980) – Peasant State and Society in Medieval South India; Thapar (2002) – Early India; Sharma (1983) – Material Culture and Social Formations; Bose & Jalal (2003) – Modern South Asia"
E24,2060,2080,Gangetic North,2,2,2,1,2,2,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,2,3,2,9,12,13,12,12,58,"The Gangetic North exhibits moderate mobility, improving education access, market-driven economy, stable but challenged polity, and a syncretic yet hierarchical culture.",0,Dreze & Sen (2013) – An Uncertain Glory; Corbridge et al (2013) – India Today; Jaffrelot (2003) – India's Silent Revolution?; Wilkinson (2000) – Religious Politics and Communal Violence; Munshi (2011) – The Pre-colonial Origins of Poor Economic Development in India; Banerjee & Duflo (2011) – Poor Economics; Guha (2007) – India After Gandhi; Varshney (2002) – Ethnic Conflict and Civic Life; Fuller (2004) – The Renewal of the Priesthood; Bayly (1999) – Empire and Information; Gilmartin (1988) – Empire and Islam; Eaton (1996) – The Rise of Islam and the Bengal Frontier
E25,2080,2100,Gangetic North,3,3,2,2,3,2,3,3,2,3,3,2,3,3,2,3,2,3,2,3,4,3,3,3,2,13,13,13,13,15,67,"The Gangetic North sees moderate social mobility, robust education, integrated economy, stable polity and high cultural syncretism in the late 21st century.",0,"Bose & Jalal (2003) – Modern South Asia; Bayly (1983) – Rulers, Townsmen, and Bazaars; Metcalf & Metcalf (2006) – A Concise History of India; Gilmartin (2019) – Blood and Water: The Indus River Basin; Varshney (2002) – Ethnic Conflict and Civic Life in India; Jaffrelot (2003) – India's Silent Revolution; Fuller (2004) – The Camphor Flame; Ludden (2002) – Reading Subaltern Studies; Chandra (2008) – From Command to Market Economy; Kohli (2012) – Poverty Amidst Plenty in the New India"
E26,2100,2120,Gangetic North,2,2,2,1,2,2,3,2,2,2,3,2,3,2,1,3,2,3,2,2,3,2,2,3,2,9,11,11,12,12,55,"The Gangetic North experiences moderate social mobility, emerging educational infrastructure, integrated internal markets, relatively stable polities, and syncretic cultural practices.",0,"Bayly (1983) – Rulers, Townsmen, and Bazaars; Wink (1986) – Land and Sovereignty in India; Habib (2002) – The Agrarian System of Mughal India; Asher & Talbot (2006) – India Before Europe; Gilmartin (1988) – Empire and Islam; Metcalf & Metcalf (2006) – A Concise History of India; Stein (1998) – A History of India; Eaton (2005) – A Social History of the Deccan"
E27,2120,2140,Gangetic North,2,2,2,1,2,2,3,2,2,3,3,3,3,2,1,2,2,3,2,2,3,2,2,3,2,9,12,12,11,12,56,"Gangetic North shows moderate social mobility, knowledge transmission in regional languages, developed market economy, and syncretic religious practices but limited state welfare.",0,"Bayly (1983) – Rulers, Townsmen, and Bazaars; Habib (1963) – The Agrarian System of Mughal India; Wink (1986) – Land and Sovereignty in India; Stein (1980) – Peasant State and Society in Medieval South India; Eaton (2005) – A Social History of the Deccan; Lorenzen (1996) – Religious Violence in India; Thapar (2002) – Early India; Sharma (1983) – Material Culture and Social Formations in Ancient India"
E28,2140,2160,Gangetic North,2,2,1,1,2,2,3,2,2,2,3,2,2,1,1,2,2,2,1,2,3,2,2,3,3,8,11,9,9,13,50,"The Gangetic North showed moderate social mobility, education gatekeeping, occupational plurality, and syncretic cultural trends during this period.",0,"Sharma (1983) – Material Culture and Social Formations in Ancient India; Thapar (2002) – Early India: From the Origins to AD 1300; Habib (2002) - The Agrarian System of Mughal India, 1556-1707; Bayly (1983) - Rulers, Townsmen, and Bazaars: North Indian Society in the Age of British Expansion, 1770-1870; Eaton (2019) - India in the Persianate Age: 1000-1765; Wink (2020) - Al-Hind: The Making of the Indo-Islamic World; Gommans (2002) - Mughal Warfare; Richards (1996) - The Mughal Empire; Asher & Talbot (2006) - India Before Europe"
E01,-1500,-1000,Northwest (Punjab–Gandhāra),2,1,1,1,1,3,3,1,1,1,3,2,2,2,1,2,1,1,2,1,2,1,2,2,3,6,9,10,7,10,42,"The late Vedic period in the Punjab-Gandhara region exhibited early social stratification, limited mobility, Vedic ritualism, and nascent political organization with tribal influences.",0,"Witzel (1995) – Early Sanskritization; Erdosy (1995) – The Indo-Aryans of Ancient India; Frawley (1991) – Gods, Sages and Kings; Sharma (1983) – Material Culture and Social Formations in Ancient India; Thapar (2002) – Early India; Olivelle (1999) – The Early Upanishads; Bryant (2001) – The Quest for the Origins of Vedic Culture; Flood (1996) – An Introduction to Hinduism; Allchin and Allchin (1982) – The Rise of Civilization in India and Pakistan; Kenoyer (1998) – Ancient Cities of the Indus Valley Civilization"
E02,-1000,-500,Northwest (Punjab–Gandhāra),2,2,1,1,2,3,3,2,2,3,3,3,3,3,1,2,2,2,2,2,3,2,2,3,3,8,13,13,10,13,57,"Northwest India saw moderate social mobility, Vedic/Buddhist educational influence, robust trade, fluid political structures, and religious syncretism despite nascent hierarchies.",0,Thapar (2013) – The Past Before Us; Erdosy (1995) – The Archaeology of Early Historic South Asia; Allchin (1995) – The Archaeology of Early Historic South Asia; Ray (2003) – The Archaeology of Seafaring in the Indian Ocean World; Singh (2008) - A History of Ancient and Early Medieval India; Bronkhorst (2016) - How the Brahmins Won; Witzel (1995) - Early Sanskritization; Olivelle (1999) - The Early Upanishads; Salomon (1999) - Ancient Buddhist Scrolls from Gandhara; Huntington (1985) - The Art of Ancient India; Coningham (2015) - Archaeology of the Early Historic South Asia; Keay (2000) - India: A History
E03,-500,-200,Northwest (Punjab–Gandhāra),2,2,1,2,2,3,3,2,2,3,3,2,3,3,1,3,2,3,2,2,3,3,2,3,2,9,13,12,12,13,59,"The Punjab-Gandhara region experienced moderate social fluidity, significant educational influence from Buddhism/Brahmanism, robust trade, and evolving political structures under various powers.",0,Thapar (2002) – Early India; Errington (2017) – Crossroads of Asia; Allchin (1995) – The Archaeology of Early Historic South Asia; Ray (2003) – The Archaeology of Seafaring in the Ancient World; Foltz (2010) – Religions of the Silk Road; McEvilley (2002) – The Shape of Ancient Thought; Olivelle (1999) – The Early Upanishads; Witzel (2003) – The Languages of Harappa; Coningham (2015) – Archaeology of South Asia; Chakrabarti (2001) – India: An Archaeological History
E04,-200,100,Northwest (Punjab–Gandhāra),2,2,1,2,2,2,3,2,2,3,3,2,3,4,1,3,2,2,2,2,4,3,3,3,2,9,12,13,11,15,60,"The Northwest experienced moderate social mobility, Buddhist educational influence, thriving trade, localized polities, and religious syncretism under shifting Indo-Greek/Scythian rule.",0,McEvilley (2002) – The Shape of Ancient Thought; Puri (1969) – India Under the Kushans; Narain (1957) – The Indo-Greeks; Tarn (1951) – The Greeks in Bactria and India; Rosenfield (1967) – The Dynastic Arts of the Kushans; Marshall (1951) – Taxila; Foltz (2010) – Religions of the Silk Road; Fussman (2005) – Ancient Central Asia; Cribb (1999) – The Monetary System of the Kushan Empire; Errington & Cribb (1992) – The Crossroads of Asia; Lerner (2015) – A History of Buddhist Art in India
E05,100,300,Northwest (Punjab–Gandhāra),2,2,1,2,2,2,3,2,2,3,3,2,3,3,1,2,2,3,2,2,4,3,2,3,2,9,12,12,11,14,58,"The Northwest experienced moderate social mobility, Buddhist influence, strong trade networks, Kushan rule, and syncretic religious practices, reflecting cross-cultural interactions.",0,"Rosenfield (1967) – The Dynastic Arts of the Kushans; Puri (1965) – India Under the Kushans; Faccenna (1980) – Butkara I (Swāt, Pakistan) 1956-1962; Allchin (1986) – The Archaeology of Afghanistan; Foltz (1999) – Religions of the Silk Road; Errington & Cribb (1992) – The Crossroads of Asia; Sims-Williams (1996) – Bactrian Documents; Lerner (2015) - Central Asia in World History; McEvoy (2008) - The Oasis City; de la Vaissière (2005) - Sogdian Traders; Tarn (1951) – The Greeks in Bactria and India; Dani (1986) – The Historic City of Taxila"
E06,300,500,Northwest (Punjab–Gandhāra),2,2,1,2,2,2,3,3,2,3,3,3,3,3,1,2,1,2,2,2,4,3,2,3,2,9,13,13,9,14,58,"Northwest India experienced moderate mobility, Buddhist-influenced education, thriving trade, unstable political transitions, and significant religious syncretism during this era.",0,Tarn (1951) – The Greeks in Bactria and India; Puri (1987) – Buddhism in Central Asia; Huntington (1985) – The Art of Ancient India; Ray (1986) – Monastery and Guild; Allchin (1995) – The Archaeology of Early Historic South Asia; Errington (2017) – The Crossroads of Asia; Foltz (2010) – Religions of the Silk Road; Kuwayama (1991) – Across the Hindukush of the First Millennium; Bakker (2020) – The Aśvamedha Section of the Yuga Purāṇa; Brancaccio & Behrendt (2006) – Gandharan Buddhism
